id,source_id,set_id,card_number,lang,tcg,source,updated_at
pokemon:tcgdex:P-A-059:fr,P-A-059,P,059,fr,pokemon,tcgdex,2026-08-09 04:00:43.793+00
pokemon:tcgdex:P-A-059:it,P-A-059,P,059,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-060:de,P-A-060,P,060,de,pokemon,tcgdex,2026-08-09 04:00:55.556+00
pokemon:tcgdex:P-A-060:es,P-A-060,P,060,es,pokemon,tcgdex,2026-08-09 04:01:10.267+00
pokemon:tcgdex:P-A-060:fr,P-A-060,P,060,fr,pokemon,tcgdex,2026-08-09 04:00:43.793+00
pokemon:tcgdex:P-A-060:it,P-A-060,P,060,it,pokemon,tcgdex,2026-08-09 04:01:04.263+00
pokemon:tcgdex:P-A-061:de,P-A-061,P,061,de,pokemon,tcgdex,2026-08-09 04:00:55.557+00
pokemon:tcgdex:P-A-061:es,P-A-061,P,061,es,pokemon,tcgdex,2026-08-09 04:01:10.267+00
pokemon:tcgdex:P-A-061:fr,P-A-061,P,061,fr,pokemon,tcgdex,2026-08-09 04:00:43.793+00
pokemon:tcgdex:P-A-061:it,P-A-061,P,061,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-062:de,P-A-062,P,062,de,pokemon,tcgdex,2026-08-09 04:00:55.557+00
pokemon:tcgdex:P-A-062:es,P-A-062,P,062,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-062:fr,P-A-062,P,062,fr,pokemon,tcgdex,2026-08-09 04:00:43.794+00
pokemon:tcgdex:P-A-062:it,P-A-062,P,062,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-063:de,P-A-063,P,063,de,pokemon,tcgdex,2026-08-09 04:00:55.557+00
pokemon:tcgdex:P-A-063:es,P-A-063,P,063,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-063:fr,P-A-063,P,063,fr,pokemon,tcgdex,2026-08-09 04:00:44.044+00
pokemon:tcgdex:P-A-063:it,P-A-063,P,063,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-064:de,P-A-064,P,064,de,pokemon,tcgdex,2026-08-09 04:00:55.884+00
pokemon:tcgdex:P-A-064:es,P-A-064,P,064,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-064:fr,P-A-064,P,064,fr,pokemon,tcgdex,2026-08-09 04:00:44.044+00
pokemon:tcgdex:P-A-064:it,P-A-064,P,064,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-065:de,P-A-065,P,065,de,pokemon,tcgdex,2026-08-09 04:00:55.884+00
pokemon:tcgdex:P-A-065:es,P-A-065,P,065,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-065:fr,P-A-065,P,065,fr,pokemon,tcgdex,2026-08-09 04:00:44.044+00
pokemon:tcgdex:P-A-065:it,P-A-065,P,065,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-066:de,P-A-066,P,066,de,pokemon,tcgdex,2026-08-09 04:00:55.884+00
pokemon:tcgdex:P-A-066:es,P-A-066,P,066,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-066:fr,P-A-066,P,066,fr,pokemon,tcgdex,2026-08-09 04:00:44.044+00
pokemon:tcgdex:P-A-066:it,P-A-066,P,066,it,pokemon,tcgdex,2026-08-09 04:01:04.411+00
pokemon:tcgdex:P-A-067:de,P-A-067,P,067,de,pokemon,tcgdex,2026-08-09 04:00:55.884+00
pokemon:tcgdex:P-A-067:es,P-A-067,P,067,es,pokemon,tcgdex,2026-08-09 04:01:10.369+00
pokemon:tcgdex:P-A-067:fr,P-A-067,P,067,fr,pokemon,tcgdex,2026-08-09 04:00:44.249+00
pokemon:tcgdex:P-A-067:it,P-A-067,P,067,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-068:de,P-A-068,P,068,de,pokemon,tcgdex,2026-08-09 04:00:56.284+00
pokemon:tcgdex:P-A-068:es,P-A-068,P,068,es,pokemon,tcgdex,2026-08-09 04:01:10.528+00
pokemon:tcgdex:P-A-068:fr,P-A-068,P,068,fr,pokemon,tcgdex,2026-08-09 04:00:44.249+00
pokemon:tcgdex:P-A-068:it,P-A-068,P,068,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-069:de,P-A-069,P,069,de,pokemon,tcgdex,2026-08-09 04:00:56.284+00
pokemon:tcgdex:P-A-069:es,P-A-069,P,069,es,pokemon,tcgdex,2026-08-09 04:01:10.528+00
pokemon:tcgdex:P-A-069:fr,P-A-069,P,069,fr,pokemon,tcgdex,2026-08-09 04:00:44.249+00
pokemon:tcgdex:P-A-069:it,P-A-069,P,069,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-070:de,P-A-070,P,070,de,pokemon,tcgdex,2026-08-09 04:00:56.284+00
pokemon:tcgdex:P-A-070:es,P-A-070,P,070,es,pokemon,tcgdex,2026-08-09 04:01:10.528+00
pokemon:tcgdex:P-A-070:fr,P-A-070,P,070,fr,pokemon,tcgdex,2026-08-09 04:00:44.429+00
pokemon:tcgdex:P-A-070:it,P-A-070,P,070,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-071:de,P-A-071,P,071,de,pokemon,tcgdex,2026-08-09 04:00:56.285+00
pokemon:tcgdex:P-A-071:es,P-A-071,P,071,es,pokemon,tcgdex,2026-08-09 04:01:10.528+00
pokemon:tcgdex:P-A-071:fr,P-A-071,P,071,fr,pokemon,tcgdex,2026-08-09 04:00:44.429+00
pokemon:tcgdex:P-A-071:it,P-A-071,P,071,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-072:de,P-A-072,P,072,de,pokemon,tcgdex,2026-08-09 04:00:56.569+00
pokemon:tcgdex:P-A-072:es,P-A-072,P,072,es,pokemon,tcgdex,2026-08-09 04:01:10.529+00
pokemon:tcgdex:P-A-072:fr,P-A-072,P,072,fr,pokemon,tcgdex,2026-08-09 04:00:44.429+00
pokemon:tcgdex:P-A-072:it,P-A-072,P,072,it,pokemon,tcgdex,2026-08-09 04:01:04.549+00
pokemon:tcgdex:P-A-073:de,P-A-073,P,073,de,pokemon,tcgdex,2026-08-09 04:00:56.569+00
pokemon:tcgdex:P-A-073:es,P-A-073,P,073,es,pokemon,tcgdex,2026-08-09 04:01:10.529+00
pokemon:tcgdex:P-A-073:fr,P-A-073,P,073,fr,pokemon,tcgdex,2026-08-09 04:00:44.429+00
pokemon:tcgdex:P-A-073:it,P-A-073,P,073,it,pokemon,tcgdex,2026-08-09 04:01:04.688+00
pokemon:tcgdex:P-A-074:es,P-A-074,P,074,es,pokemon,tcgdex,2026-08-09 04:01:10.64+00
pokemon:tcgdex:P-A-075:es,P-A-075,P,075,es,pokemon,tcgdex,2026-08-09 04:01:10.641+00
pokemon:tcgdex:P-A-076:es,P-A-076,P,076,es,pokemon,tcgdex,2026-08-09 04:01:10.641+00
pokemon:tcgdex:P-A-077:es,P-A-077,P,077,es,pokemon,tcgdex,2026-08-09 04:01:10.641+00
pokemon:tcgdex:P-A-078:es,P-A-078,P,078,es,pokemon,tcgdex,2026-08-09 04:01:10.641+00
pokemon:tcgdex:P-A-079:es,P-A-079,P,079,es,pokemon,tcgdex,2026-08-09 04:01:10.641+00
pokemon:tcgdex:P-A-080:es,P-A-080,P,080,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-081:es,P-A-081,P,081,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-082:es,P-A-082,P,082,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-083:es,P-A-083,P,083,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-084:es,P-A-084,P,084,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-085:es,P-A-085,P,085,es,pokemon,tcgdex,2026-08-09 04:01:10.776+00
pokemon:tcgdex:P-A-086:es,P-A-086,P,086,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-087:es,P-A-087,P,087,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-088:es,P-A-088,P,088,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-089:es,P-A-089,P,089,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-090:es,P-A-090,P,090,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-091:es,P-A-091,P,091,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
pokemon:tcgdex:P-A-092:es,P-A-092,P,092,es,pokemon,tcgdex,2026-08-09 04:01:10.922+00
