id,source_id,set_id,card_number,lang,updated_at
pokemon:tcgdex:tk-sm-l-4:it,tk-sm-l-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-sm-l-5:es,tk-sm-l-5,tk,5,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-sm-l-5:fr,tk-sm-l-5,tk,5,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-sm-l-5:it,tk-sm-l-5,tk,5,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-sm-r-11:es,tk-sm-r-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-sm-r-11:fr,tk-sm-r-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-sm-r-11:it,tk-sm-r-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-sm-r-13:es,tk-sm-r-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-sm-r-13:fr,tk-sm-r-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-sm-r-13:it,tk-sm-r-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-sm-r-14:es,tk-sm-r-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-sm-r-14:fr,tk-sm-r-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-sm-r-14:it,tk-sm-r-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-sm-r-15:es,tk-sm-r-15,tk,15,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-sm-r-15:fr,tk-sm-r-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-sm-r-15:it,tk-sm-r-15,tk,15,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-sm-r-16:es,tk-sm-r-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-sm-r-16:fr,tk-sm-r-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-sm-r-16:it,tk-sm-r-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-sm-r-17:es,tk-sm-r-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-sm-r-17:fr,tk-sm-r-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-sm-r-17:it,tk-sm-r-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-sm-r-18:es,tk-sm-r-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-sm-r-18:fr,tk-sm-r-18,tk,18,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-sm-r-18:it,tk-sm-r-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-sm-r-19:es,tk-sm-r-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-sm-r-19:fr,tk-sm-r-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-sm-r-19:it,tk-sm-r-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-sm-r-2:es,tk-sm-r-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-sm-r-2:fr,tk-sm-r-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-sm-r-2:it,tk-sm-r-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-sm-r-20:es,tk-sm-r-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-sm-r-20:fr,tk-sm-r-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-sm-r-20:it,tk-sm-r-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-sm-r-21:es,tk-sm-r-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-sm-r-21:fr,tk-sm-r-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-sm-r-21:it,tk-sm-r-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-sm-r-22:es,tk-sm-r-22,tk,22,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-sm-r-22:fr,tk-sm-r-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-sm-r-22:it,tk-sm-r-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-sm-r-23:es,tk-sm-r-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-sm-r-23:fr,tk-sm-r-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-sm-r-23:it,tk-sm-r-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-sm-r-25:es,tk-sm-r-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-sm-r-25:fr,tk-sm-r-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-sm-r-25:it,tk-sm-r-25,tk,25,it,2026-08-09 04:01:03.038+00
pokemon:tcgdex:tk-sm-r-26:es,tk-sm-r-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-sm-r-26:fr,tk-sm-r-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-sm-r-26:it,tk-sm-r-26,tk,26,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-sm-r-29:es,tk-sm-r-29,tk,29,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-sm-r-29:fr,tk-sm-r-29,tk,29,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-sm-r-29:it,tk-sm-r-29,tk,29,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-sm-r-30:es,tk-sm-r-30,tk,30,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-sm-r-30:fr,tk-sm-r-30,tk,30,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-sm-r-30:it,tk-sm-r-30,tk,30,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-sm-r-4:es,tk-sm-r-4,tk,4,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-sm-r-4:fr,tk-sm-r-4,tk,4,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-sm-r-4:it,tk-sm-r-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-sm-r-6:es,tk-sm-r-6,tk,6,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-sm-r-6:fr,tk-sm-r-6,tk,6,fr,2026-08-09 04:00:39.791+00
pokemon:tcgdex:tk-sm-r-6:it,tk-sm-r-6,tk,6,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-b-1:es,tk-xy-b-1,tk,1,es,2026-08-09 04:01:08.686+00
pokemon:tcgdex:tk-xy-b-1:fr,tk-xy-b-1,tk,1,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-b-1:it,tk-xy-b-1,tk,1,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-b-10:es,tk-xy-b-10,tk,10,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-b-10:fr,tk-xy-b-10,tk,10,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-b-10:it,tk-xy-b-10,tk,10,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-b-11:es,tk-xy-b-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-b-11:fr,tk-xy-b-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-b-11:it,tk-xy-b-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-b-12:es,tk-xy-b-12,tk,12,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-b-12:fr,tk-xy-b-12,tk,12,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-b-12:it,tk-xy-b-12,tk,12,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-b-13:es,tk-xy-b-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-b-13:fr,tk-xy-b-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-b-13:it,tk-xy-b-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-b-14:es,tk-xy-b-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-b-14:fr,tk-xy-b-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-b-14:it,tk-xy-b-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-b-15:es,tk-xy-b-15,tk,15,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-b-15:fr,tk-xy-b-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-b-15:it,tk-xy-b-15,tk,15,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-b-16:es,tk-xy-b-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-b-16:fr,tk-xy-b-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-b-16:it,tk-xy-b-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-b-17:es,tk-xy-b-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-b-17:fr,tk-xy-b-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-b-17:it,tk-xy-b-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-b-18:es,tk-xy-b-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-b-18:fr,tk-xy-b-18,tk,18,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-b-18:it,tk-xy-b-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-b-19:es,tk-xy-b-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-b-19:fr,tk-xy-b-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-b-19:it,tk-xy-b-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-b-2:es,tk-xy-b-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-b-2:fr,tk-xy-b-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-b-2:it,tk-xy-b-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-b-20:es,tk-xy-b-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-xy-b-20:fr,tk-xy-b-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-b-20:it,tk-xy-b-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-xy-b-21:es,tk-xy-b-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-b-21:fr,tk-xy-b-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-b-21:it,tk-xy-b-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-b-22:es,tk-xy-b-22,tk,22,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-b-22:fr,tk-xy-b-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-b-22:it,tk-xy-b-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-b-23:es,tk-xy-b-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-b-23:fr,tk-xy-b-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-b-23:it,tk-xy-b-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-b-24:es,tk-xy-b-24,tk,24,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-b-24:fr,tk-xy-b-24,tk,24,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-b-24:it,tk-xy-b-24,tk,24,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-b-25:es,tk-xy-b-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-b-25:fr,tk-xy-b-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-xy-b-25:it,tk-xy-b-25,tk,25,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-b-26:es,tk-xy-b-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-b-26:fr,tk-xy-b-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-b-26:it,tk-xy-b-26,tk,26,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-b-27:es,tk-xy-b-27,tk,27,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-b-27:fr,tk-xy-b-27,tk,27,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-b-27:it,tk-xy-b-27,tk,27,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-b-28:es,tk-xy-b-28,tk,28,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-b-28:fr,tk-xy-b-28,tk,28,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-b-28:it,tk-xy-b-28,tk,28,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-b-29:es,tk-xy-b-29,tk,29,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-b-29:fr,tk-xy-b-29,tk,29,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-b-29:it,tk-xy-b-29,tk,29,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-b-3:es,tk-xy-b-3,tk,3,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-b-3:fr,tk-xy-b-3,tk,3,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-b-3:it,tk-xy-b-3,tk,3,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-b-30:es,tk-xy-b-30,tk,30,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-b-30:fr,tk-xy-b-30,tk,30,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-b-30:it,tk-xy-b-30,tk,30,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-b-4:es,tk-xy-b-4,tk,4,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-b-4:fr,tk-xy-b-4,tk,4,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-b-4:it,tk-xy-b-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-b-5:es,tk-xy-b-5,tk,5,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-b-5:fr,tk-xy-b-5,tk,5,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-b-5:it,tk-xy-b-5,tk,5,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-b-6:es,tk-xy-b-6,tk,6,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-xy-b-6:fr,tk-xy-b-6,tk,6,fr,2026-08-09 04:00:39.791+00
pokemon:tcgdex:tk-xy-b-6:it,tk-xy-b-6,tk,6,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-b-7:es,tk-xy-b-7,tk,7,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-b-7:fr,tk-xy-b-7,tk,7,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-b-7:it,tk-xy-b-7,tk,7,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-b-8:es,tk-xy-b-8,tk,8,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-b-8:fr,tk-xy-b-8,tk,8,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-b-8:it,tk-xy-b-8,tk,8,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-b-9:es,tk-xy-b-9,tk,9,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-b-9:fr,tk-xy-b-9,tk,9,fr,2026-08-09 04:00:40.245+00
pokemon:tcgdex:tk-xy-b-9:it,tk-xy-b-9,tk,9,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latia-1:es,tk-xy-latia-1,tk,1,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latia-1:fr,tk-xy-latia-1,tk,1,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-latia-1:it,tk-xy-latia-1,tk,1,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-latia-10:es,tk-xy-latia-10,tk,10,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latia-10:fr,tk-xy-latia-10,tk,10,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-latia-10:it,tk-xy-latia-10,tk,10,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latia-11:es,tk-xy-latia-11,tk,11,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latia-11:fr,tk-xy-latia-11,tk,11,fr,2026-08-09 04:00:40.246+00
pokemon:tcgdex:tk-xy-latia-11:it,tk-xy-latia-11,tk,11,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latia-12:es,tk-xy-latia-12,tk,12,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latia-12:fr,tk-xy-latia-12,tk,12,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latia-12:it,tk-xy-latia-12,tk,12,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latia-13:es,tk-xy-latia-13,tk,13,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latia-13:fr,tk-xy-latia-13,tk,13,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latia-13:it,tk-xy-latia-13,tk,13,it,2026-08-09 04:01:02.613+00
pokemon:tcgdex:tk-xy-latia-14:es,tk-xy-latia-14,tk,14,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latia-14:fr,tk-xy-latia-14,tk,14,fr,2026-08-09 04:00:40.612+00
pokemon:tcgdex:tk-xy-latia-14:it,tk-xy-latia-14,tk,14,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-latia-15:es,tk-xy-latia-15,tk,15,es,2026-08-09 04:01:09.097+00
pokemon:tcgdex:tk-xy-latia-15:fr,tk-xy-latia-15,tk,15,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latia-15:it,tk-xy-latia-15,tk,15,it,2026-08-09 04:01:02.614+00
pokemon:tcgdex:tk-xy-latia-16:es,tk-xy-latia-16,tk,16,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latia-16:fr,tk-xy-latia-16,tk,16,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latia-16:it,tk-xy-latia-16,tk,16,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latia-17:es,tk-xy-latia-17,tk,17,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latia-17:fr,tk-xy-latia-17,tk,17,fr,2026-08-09 04:00:40.942+00
pokemon:tcgdex:tk-xy-latia-17:it,tk-xy-latia-17,tk,17,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latia-18:es,tk-xy-latia-18,tk,18,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latia-18:fr,tk-xy-latia-18,tk,18,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latia-18:it,tk-xy-latia-18,tk,18,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latia-19:es,tk-xy-latia-19,tk,19,es,2026-08-09 04:01:09.3+00
pokemon:tcgdex:tk-xy-latia-19:fr,tk-xy-latia-19,tk,19,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latia-19:it,tk-xy-latia-19,tk,19,it,2026-08-09 04:01:02.811+00
pokemon:tcgdex:tk-xy-latia-2:es,tk-xy-latia-2,tk,2,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latia-2:fr,tk-xy-latia-2,tk,2,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-latia-2:it,tk-xy-latia-2,tk,2,it,2026-08-09 04:01:02.107+00
pokemon:tcgdex:tk-xy-latia-20:es,tk-xy-latia-20,tk,20,es,2026-08-09 04:01:09.301+00
pokemon:tcgdex:tk-xy-latia-20:fr,tk-xy-latia-20,tk,20,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latia-20:it,tk-xy-latia-20,tk,20,it,2026-08-09 04:01:02.812+00
pokemon:tcgdex:tk-xy-latia-21:es,tk-xy-latia-21,tk,21,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-latia-21:fr,tk-xy-latia-21,tk,21,fr,2026-08-09 04:00:41.223+00
pokemon:tcgdex:tk-xy-latia-21:it,tk-xy-latia-21,tk,21,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latia-22:es,tk-xy-latia-22,tk,22,es,2026-08-09 04:01:09.524+00
pokemon:tcgdex:tk-xy-latia-22:fr,tk-xy-latia-22,tk,22,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latia-22:it,tk-xy-latia-22,tk,22,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latia-23:es,tk-xy-latia-23,tk,23,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latia-23:fr,tk-xy-latia-23,tk,23,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latia-23:it,tk-xy-latia-23,tk,23,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latia-24:es,tk-xy-latia-24,tk,24,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latia-24:fr,tk-xy-latia-24,tk,24,fr,2026-08-09 04:00:41.483+00
pokemon:tcgdex:tk-xy-latia-24:it,tk-xy-latia-24,tk,24,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latia-25:es,tk-xy-latia-25,tk,25,es,2026-08-09 04:01:09.525+00
pokemon:tcgdex:tk-xy-latia-25:fr,tk-xy-latia-25,tk,25,fr,2026-08-09 04:00:41.732+00
pokemon:tcgdex:tk-xy-latia-25:it,tk-xy-latia-25,tk,25,it,2026-08-09 04:01:03.037+00
pokemon:tcgdex:tk-xy-latia-26:es,tk-xy-latia-26,tk,26,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latia-26:fr,tk-xy-latia-26,tk,26,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-latia-26:it,tk-xy-latia-26,tk,26,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latia-27:es,tk-xy-latia-27,tk,27,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latia-27:fr,tk-xy-latia-27,tk,27,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-latia-27:it,tk-xy-latia-27,tk,27,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latia-28:es,tk-xy-latia-28,tk,28,es,2026-08-09 04:01:09.685+00
pokemon:tcgdex:tk-xy-latia-28:fr,tk-xy-latia-28,tk,28,fr,2026-08-09 04:00:41.733+00
pokemon:tcgdex:tk-xy-latia-28:it,tk-xy-latia-28,tk,28,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latia-29:es,tk-xy-latia-29,tk,29,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-latia-29:fr,tk-xy-latia-29,tk,29,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-latia-29:it,tk-xy-latia-29,tk,29,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latia-3:es,tk-xy-latia-3,tk,3,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latia-3:fr,tk-xy-latia-3,tk,3,fr,2026-08-09 04:00:38.354+00
pokemon:tcgdex:tk-xy-latia-3:it,tk-xy-latia-3,tk,3,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-latia-30:es,tk-xy-latia-30,tk,30,es,2026-08-09 04:01:09.686+00
pokemon:tcgdex:tk-xy-latia-30:fr,tk-xy-latia-30,tk,30,fr,2026-08-09 04:00:41.966+00
pokemon:tcgdex:tk-xy-latia-30:it,tk-xy-latia-30,tk,30,it,2026-08-09 04:01:03.21+00
pokemon:tcgdex:tk-xy-latia-4:es,tk-xy-latia-4,tk,4,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latia-4:fr,tk-xy-latia-4,tk,4,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-latia-4:it,tk-xy-latia-4,tk,4,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-latia-5:es,tk-xy-latia-5,tk,5,es,2026-08-09 04:01:08.687+00
pokemon:tcgdex:tk-xy-latia-5:fr,tk-xy-latia-5,tk,5,fr,2026-08-09 04:00:39.161+00
pokemon:tcgdex:tk-xy-latia-5:it,tk-xy-latia-5,tk,5,it,2026-08-09 04:01:02.108+00
pokemon:tcgdex:tk-xy-latia-6:es,tk-xy-latia-6,tk,6,es,2026-08-09 04:01:08.913+00
pokemon:tcgdex:tk-xy-latia-6:fr,tk-xy-latia-6,tk,6,fr,2026-08-09 04:00:39.791+00
pokemon:tcgdex:tk-xy-latia-6:it,tk-xy-latia-6,tk,6,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latia-7:es,tk-xy-latia-7,tk,7,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latia-7:fr,tk-xy-latia-7,tk,7,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-latia-7:it,tk-xy-latia-7,tk,7,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latia-8:es,tk-xy-latia-8,tk,8,es,2026-08-09 04:01:08.914+00
pokemon:tcgdex:tk-xy-latia-8:fr,tk-xy-latia-8,tk,8,fr,2026-08-09 04:00:39.792+00
pokemon:tcgdex:tk-xy-latia-8:it,tk-xy-latia-8,tk,8,it,2026-08-09 04:01:02.409+00
pokemon:tcgdex:tk-xy-latia-9:es,tk-xy-latia-9,tk,9,es,2026-08-09 04:01:08.914+00
